"Location","Age group","TimeFrame","EnteringNumber","ExitingNumber","AdoptionNumber","ChildPopulation"
"California","1 to 5",2010-01-01,10221,10871,3507,2540700
"California","6 to 10",2010-01-01,6202,6604,1465,2511805
"California","11 to 15",2010-01-01,7462,5911,703,2615189
"California","16 to 20",2010-01-01,3944,8595,182,1690512
"California","11 to 15",2009-01-01,8072,6910,850,2648883
"California","6 to 10",2009-01-01,6516,7630,1864,2469457
"California","1 to 5",2009-01-01,10263,12596,4380,2547960
"California","<1",2009-01-01,5579,1726,169,499021
"California","16 to 20",2009-01-01,4391,10363,175,1707402
"California","16 to 20",2018-01-01,2372,3084,122,1537904
"California","11 to 15",2018-01-01,5193,4397,686,2536360
"California","6 to 10",2018-01-01,5751,6372,1662,2506275
"California","1 to 5",2018-01-01,8136,10330,4330,2460289
"California","<1",2018-01-01,5717,1200,166,462041
"California","<1",2013-01-01,5878,1269,182,499558
"California","1 to 5",2013-01-01,10208,9715,3315,2517902
"California","6 to 10",2013-01-01,6763,5945,1250,2540723
"California","11 to 15",2013-01-01,6590,4578,478,2541045
"California","16 to 20",2013-01-01,4157,7545,97,1606455
"California","<1",2008-01-01,5875,1944,172,529416
"California","1 to 5",2008-01-01,10036,13155,4569,2528125
"California","6 to 10",2008-01-01,6861,8304,1898,2433854
"California","11 to 15",2008-01-01,8781,7776,912,2686203
"California","16 to 20",2008-01-01,4604,10298,226,1722197
"California","16 to 20",2007-01-01,4887,11229,199,1695244
"California","11 to 15",2007-01-01,10095,8049,825,2728439
"California","6 to 10",2007-01-01,7928,8149,1646,2426595
"California","1 to 5",2007-01-01,11335,12922,4285,2506559
"California","<1",2007-01-01,7137,2111,177,527233
"California","<1",2006-01-01,6921,1996,152,520189
"California","1 to 5",2006-01-01,11046,12110,4300,2523159
"California","6 to 10",2006-01-01,7892,8006,1847,2438060
"California","11 to 15",2006-01-01,10244,7793,880,2769592
"California","16 to 20",2006-01-01,4967,10232,182,1655897
"California","16 to 20",2005-01-01,4715,10412,196,1600361
"California","11 to 15",2005-01-01,10172,8321,960,2797712
"California","6 to 10",2005-01-01,8128,8172,1911,2494559
"California","1 to 5",2005-01-01,11067,11867,4261,2511281
"California","<1",2005-01-01,6984,1927,161,522403
"California","16 to 20",2003-01-01,5068,9989,193,1541785
"California","11 to 15",2003-01-01,11958,9649,962,2755298
"California","6 to 10",2003-01-01,9814,10088,2147,2617572
"California","1 to 5",2003-01-01,11892,12571,3943,2478683
"California","<1",2003-01-01,7044,2007,128,522195
"California","<1",2004-01-01,6222,1706,162,520350
"California","1 to 5",2004-01-01,10421,11559,4115,2496892
"California","6 to 10",2004-01-01,8005,8670,1914,2559173
"California","11 to 15",2004-01-01,10305,8765,942,2790020
"California","16 to 20",2004-01-01,4399,10302,169,1568184
"California","<1",2002-01-01,6685,1824,215,514905
"California","1 to 5",2002-01-01,11987,12744,4518,2474528
"California","6 to 10",2002-01-01,10411,10998,2676,2671803
"California","11 to 15",2002-01-01,12256,9704,1224,2685693
"California","16 to 20",2002-01-01,5187,10304,194,1513339
"California","16 to 20",2001-01-01,4860,9879,198,1491481
"California","11 to 15",2001-01-01,11798,9227,1145,2608068
"California","6 to 10",2001-01-01,10463,10894,2844,2714419
"California","1 to 5",2001-01-01,11806,12420,4767,2483022
"California","<1",2001-01-01,6234,1639,189,524357
"California","<1",2000-01-01,6374,1781,225,492631
"California","1 to 5",2000-01-01,12143,14544,5021,2530174
"California","6 to 10",2000-01-01,10758,12933,2530,2741144
"California","11 to 15",2000-01-01,11830,10395,889,2525619
"California","16 to 20",2000-01-01,4564,10437,152,1471180
"Colorado","<1",2000-01-01,606,238,21,61926
"Colorado","1 to 5",2000-01-01,1419,1068,347,297016
"Colorado","6 to 10",2000-01-01,1229,918,227,313343
"Colorado","11 to 15",2000-01-01,2462,1766,101,311802
"Colorado","16 to 20",2000-01-01,1226,1503,15,184550
"Colorado","16 to 20",2001-01-01,1384,1385,13,189955
"Colorado","11 to 15",2001-01-01,2420,1477,121,318837
"Colorado","6 to 10",2001-01-01,1282,927,221,312758
"Colorado","1 to 5",2001-01-01,1321,1161,369,302532
"Colorado","<1",2001-01-01,600,231,25,66788
"Colorado","<1",2002-01-01,773,278,19,66280
"Colorado","1 to 5",2002-01-01,1596,1437,486,309827
"Colorado","6 to 10",2002-01-01,1209,1063,291,310554
"Colorado","11 to 15",2002-01-01,2535,1760,170,323112
"Colorado","16 to 20",2002-01-01,1623,1783,26,192468
"Colorado","16 to 20",2003-01-01,1317,2027,21,194975
"Colorado","11 to 15",2003-01-01,2271,1776,157,325867
"Colorado","6 to 10",2003-01-01,1393,1232,251,307355
"Colorado","1 to 5",2003-01-01,1790,1836,580,315372
"Colorado","<1",2003-01-01,840,364,31,66624
"Colorado","<1",2004-01-01,871,401,32,66137
"Colorado","1 to 5",2004-01-01,1901,2024,501,320515
"Colorado","6 to 10",2004-01-01,1305,1291,252,304127
"Colorado","11 to 15",2004-01-01,2334,1786,155,325896
"Colorado","16 to 20",2004-01-01,1369,2030,29,195093
"Colorado","16 to 20",2005-01-01,1409,1861,18,196193
"Colorado","11 to 15",2005-01-01,2259,1626,121,326827
"Colorado","6 to 10",2005-01-01,1203,1224,221,305571
"Colorado","1 to 5",2005-01-01,1878,2022,564,326829
"Colorado","<1",2005-01-01,902,403,30,66747
"Colorado","<1",2006-01-01,889,381,31,67456
"Colorado","1 to 5",2006-01-01,1723,1888,554,334010
"Colorado","6 to 10",2006-01-01,1268,1232,229,310788
"Colorado","11 to 15",2006-01-01,1982,1470,115,325833
"Colorado","16 to 20",2006-01-01,1196,1876,26,199907
"Colorado","16 to 20",2007-01-01,1189,1804,25,202572
"Colorado","11 to 15",2007-01-01,1725,1384,118,326096
"Colorado","6 to 10",2007-01-01,1061,1153,289,320484
"Colorado","1 to 5",2007-01-01,1580,1801,619,337923
"Colorado","<1",2007-01-01,874,379,33,68795
"Colorado","<1",2008-01-01,881,363,34,67363
"Colorado","1 to 5",2008-01-01,1647,1794,601,343824
"Colorado","6 to 10",2008-01-01,1086,1089,244,329976
"Colorado","11 to 15",2008-01-01,1661,1178,106,326287
"Colorado","16 to 20",2008-01-01,1311,1831,20,205367
"Colorado","<1",2013-01-01,631,266,13,64692
"Colorado","1 to 5",2013-01-01,1287,1298,459,341222
"Colorado","6 to 10",2013-01-01,880,833,202,357132
"Colorado","11 to 15",2013-01-01,1132,809,90,345160
"Colorado","16 to 20",2013-01-01,890,1426,18,201267
"Colorado","11 to 15",2018-01-01,1068,865,104,365841
"Colorado","16 to 20",2018-01-01,776,1069,20,216138
"Colorado","<1",2018-01-01,808,348,24,63895
"Colorado","1 to 5",2018-01-01,1271,1526,538,337982
"Colorado","6 to 10",2018-01-01,862,900,224,353777
"Colorado","16 to 20",2009-01-01,1356,1682,25,204560
"Colorado","11 to 15",2009-01-01,1562,1056,95,327487
"Colorado","6 to 10",2009-01-01,991,1059,228,340672
"Colorado","1 to 5",2009-01-01,1584,1952,682,346859
"Colorado","<1",2009-01-01,859,396,40,66225
"Colorado","<1",2010-01-01,759,351,35,66935
"Colorado","1 to 5",2010-01-01,1470,1691,564,347314
"Colorado","6 to 10",2010-01-01,910,972,243,348293
"Colorado","11 to 15",2010-01-01,1443,1006,115,330596
"Colorado","16 to 20",2010-01-01,1170,1811,26,203323
"Colorado","<1",2015-01-01,697,242,7,66355
"Colorado","1 to 5",2015-01-01,1240,1434,498,339246
"Colorado","6 to 10",2015-01-01,933,965,213,359237
"Colorado","11 to 15",2015-01-01,1201,810,84,357181
"Colorado","16 to 20",2015-01-01,855,1310,18,205709
"Colorado","1 to 5",2020-01-01,895,1234,508,323348
"Colorado","6 to 10",2020-01-01,610,763,199,342699
"Colorado","11 to 15",2020-01-01,803,708,103,371351
"Colorado","16 to 20",2020-01-01,539,933,15,225201
"Colorado","<1",2020-01-01,706,261,7,61767
"Colorado","<1",2011-01-01,696,343,28,66019
"Colorado","1 to 5",2011-01-01,1433,1680,569,346581
"Colorado","11 to 15",2011-01-01,1265,932,118,335453
"Colorado","16 to 20",2011-01-01,1024,1609,17,202915
"Colorado","6 to 10",2011-01-01,882,869,202,351175
"Colorado","<1",2012-01-01,647,290,17,64722
"Colorado","1 to 5",2012-01-01,1315,1582,548,345027
"Colorado","6 to 10",2012-01-01,881,885,217,353155
"Colorado","11 to 15",2012-01-01,1221,870,89,340706
"Colorado","16 to 20",2012-01-01,978,1501,34,201485
"Colorado","<1",2014-01-01,659,225,16,65638
"Colorado","1 to 5",2014-01-01,1244,1279,481,338112
"Colorado","6 to 10",2014-01-01,851,835,163,359085
"Colorado","11 to 15",2014-01-01,1072,778,85,351014
"Colorado","16 to 20",2014-01-01,859,1333,24,202836
"Colorado","<1",2016-01-01,769,289,14,66518
"Colorado","1 to 5",2016-01-01,1393,1482,528,338528
"Colorado","6 to 10",2016-01-01,960,957,209,358497
"Colorado","11 to 15",2016-01-01,1276,909,75,360126
"Colorado","16 to 20",2016-01-01,878,1225,13,210340
"Colorado","6 to 10",2017-01-01,958,925,230,356856
"Colorado","16 to 20",2017-01-01,830,1169,21,214218
"Colorado","11 to 15",2017-01-01,1188,894,95,361864
"Colorado","1 to 5",2017-01-01,1331,1521,582,337207
"Colorado","<1",2017-01-01,826,325,20,65306
"Colorado","<1",2019-01-01,742,299,17,63035
"Colorado","1 to 5",2019-01-01,1172,1406,552,334687
"Colorado","6 to 10",2019-01-01,855,822,232,349526
"Colorado","11 to 15",2019-01-01,989,807,104,365726
"Colorado","16 to 20",2019-01-01,660,1021,14,217158
"Colorado","16 to 20",2021-01-01,500,805,25,221946
"Colorado","11 to 15",2021-01-01,774,754,99,367291
"Colorado","6 to 10",2021-01-01,673,746,190,338287
"Colorado","1 to 5",2021-01-01,898,1234,462,316984
"Colorado","<1",2021-01-01,697,340,14,61833
"Connecticut","<1",2021-01-01,329,55,30,33830
"Connecticut","1 to 5",2021-01-01,291,648,228,185529
"Connecticut","6 to 10",2021-01-01,207,380,119,198684
"Connecticut","11 to 15",2021-01-01,233,305,67,223554
"Connecticut","16 to 20",2021-01-01,108,149,13,147121
"Connecticut","<1",2019-01-01,466,106,53,34656
"Connecticut","1 to 5",2019-01-01,626,706,317,185135
"Connecticut","6 to 10",2019-01-01,415,348,140,197541
"Connecticut","11 to 15",2019-01-01,393,240,90,218787
"Connecticut","16 to 20",2019-01-01,146,224,31,141403
"Connecticut","<1",2017-01-01,449,99,33,35554
"Connecticut","1 to 5",2017-01-01,604,648,265,186632
"Connecticut","11 to 15",2017-01-01,382,212,40,222909
"Connecticut","16 to 20",2017-01-01,187,191,21,146770
"Connecticut","6 to 10",2017-01-01,380,352,128,203704
"Connecticut","<1",2016-01-01,480,93,38,35882
"Connecticut","1 to 5",2016-01-01,595,609,299,187986
"Connecticut","6 to 10",2016-01-01,396,312,107,206290
"Connecticut","11 to 15",2016-01-01,382,192,59,225517
"Connecticut","16 to 20",2016-01-01,187,244,26,148123
"Connecticut","<1",2012-01-01,385,68,62,36883
"Connecticut","1 to 5",2012-01-01,451,541,271,199519
"Connecticut","6 to 10",2012-01-01,224,246,97,220587
"Connecticut","11 to 15",2012-01-01,417,278,48,238608
"Connecticut","16 to 20",2012-01-01,216,343,11,153238
"Connecticut","<1",2014-01-01,392,81,48,36327
"Connecticut","1 to 5",2014-01-01,489,571,256,191794
"Connecticut","6 to 10",2014-01-01,294,257,112,214983
"Connecticut","11 to 15",2014-01-01,442,237,73,232536
"Connecticut","16 to 20",2014-01-01,271,304,13,149938
"Connecticut","<1",2011-01-01,449,142,70,37640
"Connecticut","1 to 5",2011-01-01,636,714,336,202734
"Connecticut","11 to 15",2011-01-01,572,387,72,240852
"Connecticut","16 to 20",2011-01-01,306,491,19,155289
"Connecticut","6 to 10",2011-01-01,357,351,113,222771
"Connecticut","<1",2020-01-01,405,60,30,34688
"Connecticut","16 to 20",2020-01-01,96,165,21,145332
"Connecticut","11 to 15",2020-01-01,240,240,60,227380
"Connecticut","6 to 10",2020-01-01,237,313,84,200234
"Connecticut","1 to 5",2020-01-01,367,598,254,186227
"Connecticut","<1",2015-01-01,375,82,51,36426
"Connecticut","1 to 5",2015-01-01,534,592,308,189453
"Connecticut","6 to 10",2015-01-01,314,288,146,210530
"Connecticut","11 to 15",2015-01-01,361,209,51,229101
"Connecticut","16 to 20",2015-01-01,181,252,15,149221
"Connecticut","<1",2010-01-01,464,126,78,38079
"Connecticut","1 to 5",2010-01-01,671,813,367,206363
"Connecticut","6 to 10",2010-01-01,404,443,126,225772
"Connecticut","11 to 15",2010-01-01,661,434,81,242213
"Connecticut","16 to 20",2010-01-01,283,836,12,153325
"Connecticut","16 to 20",2009-01-01,297,868,9,152932
"Connecticut","11 to 15",2009-01-01,715,523,89,244219
"Connecticut","6 to 10",2009-01-01,400,546,203,226892
"Connecticut","1 to 5",2009-01-01,597,867,395,208740
"Connecticut","<1",2009-01-01,457,168,70,38407
"Connecticut","16 to 20",2018-01-01,163,209,16,144280
"Connecticut","11 to 15",2018-01-01,421,222,57,221423
"Connecticut","6 to 10",2018-01-01,417,320,108,200698
"Connecticut","1 to 5",2018-01-01,605,673,294,186075
"Connecticut","<1",2018-01-01,467,94,21,35094
"Connecticut","<1",2008-01-01,521,149,77,39499
"Connecticut","1 to 5",2008-01-01,637,882,400,210267
"Connecticut","6 to 10",2008-01-01,445,534,173,226255
"Connecticut","11 to 15",2008-01-01,777,481,109,247053
"Connecticut","16 to 20",2008-01-01,292,902,13,155263
"Connecticut","<1",2013-01-01,323,59,49,36121
"Connecticut","1 to 5",2013-01-01,463,602,262,195524
"Connecticut","6 to 10",2013-01-01,241,297,101,218013
"Connecticut","11 to 15",2013-01-01,474,268,67,234915
"Connecticut","16 to 20",2013-01-01,290,295,10,151445
"Connecticut","16 to 20",2007-01-01,260,981,15,154933
"Connecticut","11 to 15",2007-01-01,799,547,81,248624
"Connecticut","6 to 10",2007-01-01,476,580,165,227918
"Connecticut","1 to 5",2007-01-01,672,877,358,210886
"Connecticut","<1",2007-01-01,474,165,81,40579
"Connecticut","<1",2006-01-01,555,145,100,40108
"Connecticut","1 to 5",2006-01-01,846,582,298,213184
"Connecticut","6 to 10",2006-01-01,536,432,166,230651
"Connecticut","11 to 15",2006-01-01,955,442,73,251271
"Connecticut","16 to 20",2006-01-01,233,347,11,153067
"Connecticut","16 to 20",2005-01-01,242,330,13,147922
"Connecticut","11 to 15",2005-01-01,977,406,82,254899
"Connecticut","6 to 10",2005-01-01,543,408,178,232988
"Connecticut","1 to 5",2005-01-01,669,624,395,215430
"Connecticut","<1",2005-01-01,425,112,72,40575
"Connecticut","16 to 20",2003-01-01,191,421,4,142648
"Connecticut","11 to 15",2003-01-01,1093,518,63,254096
"Connecticut","6 to 10",2003-01-01,614,457,111,240020
"Connecticut","1 to 5",2003-01-01,799,616,160,219265
"Connecticut","<1",2003-01-01,430,111,4,42410
"Connecticut","<1",2004-01-01,435,136,4,41804
"Connecticut","1 to 5",2004-01-01,739,618,200,218022
"Connecticut","6 to 10",2004-01-01,596,468,92,236283
"Connecticut","11 to 15",2004-01-01,940,500,52,255547
"Connecticut","16 to 20",2004-01-01,211,375,1,145129
"Connecticut","<1",2002-01-01,367,111,3,41994
"Connecticut","1 to 5",2002-01-01,715,813,277,221587
"Connecticut","6 to 10",2002-01-01,530,650,231,241793
"Connecticut","11 to 15",2002-01-01,955,679,101,250079
"Connecticut","16 to 20",2002-01-01,195,521,5,139487
"Connecticut","16 to 20",2001-01-01,163,401,5,135883
"Connecticut","11 to 15",2001-01-01,964,461,53,244696
"Connecticut","6 to 10",2001-01-01,552,454,139,244410
"Connecticut","1 to 5",2001-01-01,684,547,244,224017
"Connecticut","<1",2001-01-01,349,69,3,42667
"Connecticut","<1",2000-01-01,373,113,3,43184
"Connecticut","1 to 5",2000-01-01,666,724,236,226887
"Connecticut","6 to 10",2000-01-01,581,647,186,247997
"Connecticut","11 to 15",2000-01-01,985,465,67,236508
"Connecticut","16 to 20",2000-01-01,153,409,7,130414
"Delaware","<1",2000-01-01,95,39,NA,10412
"Delaware","1 to 5",2000-01-01,142,184,60,51723
"Delaware","6 to 10",2000-01-01,144,149,33,56664
"Delaware","11 to 15",2000-01-01,304,198,10,54805
"Delaware","16 to 20",2000-01-01,265,314,NA,32758
"Delaware","16 to 20",2001-01-01,281,335,1,33822
"Delaware","11 to 15",2001-01-01,306,220,12,56170
"Delaware","6 to 10",2001-01-01,134,150,42,55832
"Delaware","1 to 5",2001-01-01,130,172,60,51458
"Delaware","<1",2001-01-01,88,39,2,10769
"Delaware","<1",2002-01-01,78,27,NA,10653
"Delaware","1 to 5",2002-01-01,132,152,50,51732
"Delaware","6 to 10",2002-01-01,92,155,51,54967
"Delaware","11 to 15",2002-01-01,309,240,32,57396
"Delaware","16 to 20",2002-01-01,307,354,NA,34300
"Delaware","16 to 20",2003-01-01,284,336,NA,34755
"Delaware","11 to 15",2003-01-01,284,201,15,58594
"Delaware","6 to 10",2003-01-01,102,95,23,53857
"Delaware","1 to 5",2003-01-01,115,148,63,52198
"Delaware","<1",2003-01-01,76,30,NA,11113
"Delaware","<1",2004-01-01,95,38,2,11029
"Delaware","1 to 5",2004-01-01,145,139,42,53217
"Delaware","6 to 10",2004-01-01,85,90,18,53358
"Delaware","11 to 15",2004-01-01,299,187,9,59416
"Delaware","16 to 20",2004-01-01,256,294,2,35136
"Delaware","16 to 20",2005-01-01,270,283,1,36045
"Delaware","11 to 15",2005-01-01,295,156,12,59901
"Delaware","6 to 10",2005-01-01,100,68,19,53205
"Delaware","1 to 5",2005-01-01,167,148,42,54144
"Delaware","<1",2005-01-01,93,26,4,11199
"Delaware","<1",2006-01-01,115,32,1,11274
"Delaware","1 to 5",2006-01-01,157,164,60,54927
"Delaware","6 to 10",2006-01-01,120,104,21,53539
"Delaware","11 to 15",2006-01-01,297,174,12,59317
"Delaware","16 to 20",2006-01-01,332,317,NA,37529
"Delaware","16 to 20",2007-01-01,335,413,1,38632
"Delaware","11 to 15",2007-01-01,320,187,9,58840
"Delaware","6 to 10",2007-01-01,149,101,31,54131
"Delaware","1 to 5",2007-01-01,198,203,72,55289
"Delaware","<1",2007-01-01,108,34,5,11619
"Delaware","<1",2008-01-01,94,26,NA,11520
"Delaware","1 to 5",2008-01-01,146,228,75,56114
"Delaware","6 to 10",2008-01-01,79,105,28,55398
"Delaware","11 to 15",2008-01-01,166,137,7,57877
"Delaware","16 to 20",2008-01-01,142,289,1,39105
"Delaware","<1",2013-01-01,65,22,3,10801
"Delaware","1 to 5",2013-01-01,88,154,74,55997
"Delaware","6 to 10",2013-01-01,67,75,23,56739
"Delaware","11 to 15",2013-01-01,103,73,10,57241
"Delaware","16 to 20",2013-01-01,56,134,2,35509
"Delaware","<1",2018-01-01,76,22,4,10725
"Delaware","1 to 5",2018-01-01,83,148,82,55353
"Delaware","6 to 10",2018-01-01,69,61,21,57009
"Delaware","11 to 15",2018-01-01,115,63,9,57838
"Delaware","16 to 20",2018-01-01,63,76,NA,36171
"Delaware","1 to 5",2009-01-01,103,177,71,56321
"Delaware","<1",2009-01-01,84,23,1,11116
"Delaware","16 to 20",2009-01-01,74,161,1,38893
"Delaware","11 to 15",2009-01-01,108,102,17,57400
"Delaware","6 to 10",2009-01-01,76,92,35,56364
"Delaware","<1",2010-01-01,78,26,2,11000
"Delaware","1 to 5",2010-01-01,102,145,38,56199
"Delaware","6 to 10",2010-01-01,73,86,19,56747
"Delaware","11 to 15",2010-01-01,78,60,7,57024
"Delaware","16 to 20",2010-01-01,80,138,1,38219
"Delaware","<1",2015-01-01,71,16,1,10981
"Delaware","1 to 5",2015-01-01,120,99,56,55457
"Delaware","6 to 10",2015-01-01,68,50,16,56758
"Delaware","11 to 15",2015-01-01,87,41,5,57534
"Delaware","16 to 20",2015-01-01,51,118,1,35638
"Delaware","<1",2020-01-01,68,21,5,10402
"Delaware","1 to 5",2020-01-01,61,114,61,54727
"Delaware","6 to 10",2020-01-01,39,49,30,57049
"Delaware","11 to 15",2020-01-01,59,50,18,60503
"Delaware","16 to 20",2020-01-01,48,106,2,37435
"Delaware","<1",2011-01-01,104,24,3,11219
"Delaware","1 to 5",2011-01-01,129,122,48,56044
"Delaware","11 to 15",2011-01-01,124,62,15,57135
"Delaware","16 to 20",2011-01-01,81,133,NA,37570
"Delaware","6 to 10",2011-01-01,99,80,29,56366
"Delaware","<1",2012-01-01,91,26,3,11049
"Delaware","1 to 5",2012-01-01,132,150,52,56106
"Delaware","6 to 10",2012-01-01,76,93,26,56559
"Delaware","11 to 15",2012-01-01,111,76,9,57298
"Delaware","16 to 20",2012-01-01,74,142,1,36618
"Delaware","<1",2014-01-01,54,10,1,10928
"Delaware","1 to 5",2014-01-01,79,116,54,55511
"Delaware","6 to 10",2014-01-01,53,59,18,56922
"Delaware","11 to 15",2014-01-01,67,51,9,57190
"Delaware","16 to 20",2014-01-01,61,109,2,35370
"Delaware","<1",2016-01-01,103,23,4,11163
"Delaware","1 to 5",2016-01-01,134,135,61,55353
"Delaware","6 to 10",2016-01-01,115,80,25,56839
"Delaware","11 to 15",2016-01-01,109,61,9,57225
"Delaware","16 to 20",2016-01-01,40,84,NA,36122
"Delaware","11 to 15",2017-01-01,115,68,8,57563
"Delaware","1 to 5",2017-01-01,90,147,65,55370
"Delaware","<1",2017-01-01,103,30,4,10801
"Delaware","6 to 10",2017-01-01,81,77,29,56856
"Delaware","16 to 20",2017-01-01,62,81,2,36182
"Delaware","<1",2019-01-01,59,15,4,10552
"Delaware","1 to 5",2019-01-01,83,98,65,55451
"Delaware","6 to 10",2019-01-01,43,72,41,56806
"Delaware","11 to 15",2019-01-01,74,62,17,58175
"Delaware","16 to 20",2019-01-01,40,107,2,35936
"Delaware","6 to 10",2021-01-01,51,49,20,57085
"Delaware","1 to 5",2021-01-01,58,87,49,54335
"Delaware","<1",2021-01-01,70,15,6,10204
"Delaware","16 to 20",2021-01-01,33,74,1,37434
"Delaware","11 to 15",2021-01-01,82,55,12,60776
"Florida","<1",2000-01-01,3332,582,26,189540
"Florida","1 to 5",2000-01-01,5876,5220,802,953670
